index,r2,mse
114,0.7451828718185425,0.32518717646598816
115,0.7431550025939941,0.32777509093284607
116,0.7438093423843384,0.32694000005722046
117,0.7460389137268066,0.3240947425365448
118,0.744491457939148,0.32606950402259827
119,0.7487140893936157,0.32068079710006714
120,0.7464100122451782,0.3236211836338043
121,0.7459350824356079,0.3242272734642029
122,0.7502894401550293,0.318670392036438
123,0.7539697885513306,0.31397372484207153
124,0.7476094961166382,0.3220904469490051
125,0.7522781491279602,0.31613248586654663
126,0.7488037347793579,0.320566326379776
127,0.7490392923355103,0.3202657699584961
128,0.7488964796066284,0.32044804096221924
129,0.7447494864463806,0.325740247964859
130,0.7518805861473083,0.31663984060287476
131,0.7469521760940552,0.3229292631149292
132,0.7520474195480347,0.31642696261405945
133,0.7534555792808533,0.3146299123764038
134,0.7479503750801086,0.32165539264678955
135,0.7549519538879395,0.31272023916244507
136,0.7575907707214355,0.30935272574424744
137,0.7505933046340942,0.3182826042175293
138,0.7540742754936218,0.3138403594493866
139,0.7522332072257996,0.31618982553482056
140,0.75157630443573,0.31702813506126404
141,0.7538653612136841,0.31410694122314453
142,0.7547323107719421,0.31300055980682373
143,0.7536489963531494,0.31438305974006653
144,0.7560639381408691,0.31130117177963257
145,0.7484656572341919,0.32099783420562744
146,0.7534795999526978,0.31459924578666687
147,0.751764178276062,0.3167884051799774
148,0.752795934677124,0.31547167897224426
149,0.756460964679718,0.31079450249671936
150,0.7528911232948303,0.315350204706192
best_scores,0.7575907707214355,0.30935272574424744
