Week Ending Date,Report Date,Date,Weighted Price,Weighted Price adjusted to 38% moisture,Sales,Moisture Content
06/28/2014,07/02/2014,06/07,2.1114,2.0206,"11,091,968",35.21
06/28/2014,07/02/2014,06/14,2.1080,2.0176,"10,462,140",35.22
06/28/2014,07/02/2014,06/21,2.0990,2.0131,"10,566,722",35.35
06/28/2014,07/02/2014,06/28,2.1030,2.0165,"9,765,195",35.34
06/21/2014,06/25/2014,06/21,2.0990,2.0131,"10,566,722",35.35
06/21/2014,06/25/2014,06/14,2.1080,2.0176,"10,462,140",35.22
06/21/2014,06/25/2014,06/07,2.1114,2.0206,"11,091,968",35.21
06/21/2014,06/25/2014,05/31,2.1477,2.0563,"9,999,196",35.24
06/21/2014,06/25/2014,05/24,2.1978,2.0959,"8,604,343",34.99
06/14/2014,06/18/2014,05/17,2.2730,2.1651,"10,115,480",34.91
06/14/2014,06/18/2014,05/24,2.1978,2.0959,"8,604,343",34.99
06/14/2014,06/18/2014,05/31,2.1477,2.0563,"9,999,196",35.24
06/14/2014,06/18/2014,06/07,2.1114,2.0206,"11,091,968",35.21
06/14/2014,06/18/2014,06/14,2.1080,2.0176,"10,462,140",35.22
06/07/2014,06/11/2014,06/07,2.1115,2.0207,"11,091,968",35.21
06/07/2014,06/11/2014,05/31,2.1477,2.0563,"9,999,196",35.24
06/07/2014,06/11/2014,05/24,2.1978,2.0959,"8,604,343",34.99
06/07/2014,06/11/2014,05/17,2.2730,2.1651,"10,115,480",34.91
06/07/2014,06/11/2014,05/10,2.3326,2.2299,"9,178,463",35.14
05/31/2014,06/04/2014,05/03,2.3551,2.2553,"10,329,392",35.26
05/31/2014,06/04/2014,05/10,2.3326,2.2299,"9,178,463",35.14
05/31/2014,06/04/2014,05/17,2.2730,2.1651,"10,115,480",34.91
05/31/2014,06/04/2014,05/24,2.1978,2.0959,"8,604,343",34.99
05/31/2014,06/04/2014,05/31,2.1477,2.0563,"9,999,196",35.24
05/24/2014,05/29/2014,05/24,2.1978,2.0959,"8,604,343",34.99
05/24/2014,05/29/2014,05/17,2.2730,2.1651,"10,115,480",34.91
05/24/2014,05/29/2014,05/10,2.3326,2.2299,"9,178,463",35.14
05/24/2014,05/29/2014,05/03,2.3554,2.2556,"10,329,392",35.26
05/24/2014,05/29/2014,04/26,2.3543,2.2495,"9,518,682",35.11
05/17/2014,05/21/2014,04/19,2.3901,2.2817,"8,884,327",35.06
05/17/2014,05/21/2014,04/26,2.3543,2.2495,"9,518,682",35.11
05/17/2014,05/21/2014,05/03,2.3554,2.2556,"10,329,392",35.26
05/17/2014,05/21/2014,05/10,2.3326,2.2299,"9,178,463",35.14
05/17/2014,05/21/2014,05/17,2.2730,2.1651,"10,115,480",34.91
05/10/2014,05/14/2014,05/10,2.3326,2.2299,"9,178,463",35.14
05/10/2014,05/14/2014,05/03,2.3554,2.2556,"10,329,392",35.26
05/10/2014,05/14/2014,04/26,2.3543,2.2495,"9,518,682",35.11
05/10/2014,05/14/2014,04/19,2.3901,2.2817,"8,884,327",35.06
05/10/2014,05/14/2014,04/12,2.4465,2.3440,"9,469,157",35.29
05/03/2014,05/07/2014,04/05,2.4720,2.3587,"9,873,253",35.02
05/03/2014,05/07/2014,04/12,2.4465,2.3440,"9,469,157",35.29
05/03/2014,05/07/2014,04/19,2.3901,2.2817,"8,884,327",35.06
05/03/2014,05/07/2014,04/26,2.3543,2.2495,"9,518,682",35.11
05/03/2014,05/07/2014,05/03,2.3555,2.2556,"10,323,173",35.25
04/26/2014,04/30/2014,04/26,2.3543,2.2495,"9,518,682",35.11
04/26/2014,04/30/2014,04/19,2.3901,2.2817,"8,884,327",35.06
04/26/2014,04/30/2014,04/12,2.4465,2.3440,"9,469,157",35.29
04/26/2014,04/30/2014,04/05,2.4720,2.3587,"9,873,253",35.02
04/26/2014,04/30/2014,03/29,2.4260,2.3216,"9,275,047",35.21
04/19/2014,04/23/2014,03/22,2.3816,2.2807,"8,710,000",35.26
04/19/2014,04/23/2014,03/29,2.4260,2.3216,"9,275,047",35.21
04/19/2014,04/23/2014,04/05,2.4720,2.3587,"9,873,253",35.02
04/19/2014,04/23/2014,04/12,2.4465,2.3440,"9,469,157",35.29
04/19/2014,04/23/2014,04/19,2.3901,2.2817,"8,884,327",35.06
04/12/2014,04/16/2014,04/12,2.4465,2.3440,"9,469,157",35.29
04/12/2014,04/16/2014,04/05,2.4721,2.3588,"9,873,253",35.02
04/12/2014,04/16/2014,03/29,2.4260,2.3216,"9,275,047",35.21
04/12/2014,04/16/2014,03/22,2.3816,2.2807,"8,710,000",35.26
04/12/2014,04/16/2014,03/15,2.3378,2.2344,"9,334,976",35.13
04/05/2014,04/09/2014,03/08,2.3135,2.2137,"8,630,241",35.20
04/05/2014,04/09/2014,03/15,2.3378,2.2344,"9,334,976",35.13
04/05/2014,04/09/2014,03/22,2.3816,2.2807,"8,710,000",35.26
04/05/2014,04/09/2014,03/29,2.4260,2.3216,"9,275,047",35.21
04/05/2014,04/09/2014,04/05,2.4714,2.3583,"9,791,947",35.03
03/29/2014,04/02/2014,03/29,2.4260,2.3216,"9,275,047",35.21
03/29/2014,04/02/2014,03/22,2.3815,2.2806,"8,710,000",35.26
03/29/2014,04/02/2014,03/15,2.3378,2.2344,"9,334,976",35.13
03/29/2014,04/02/2014,03/08,2.3135,2.2137,"8,630,241",35.20
03/29/2014,04/02/2014,03/01,2.3106,2.2069,"8,864,719",35.09
03/22/2014,03/26/2014,02/22,2.3547,2.2506,"9,712,372",35.13
03/22/2014,03/26/2014,03/01,2.3106,2.2069,"8,864,719",35.09
03/22/2014,03/26/2014,03/08,2.3147,2.2148,"8,630,241",35.20
03/22/2014,03/26/2014,03/15,2.3378,2.2344,"9,334,976",35.13
03/22/2014,03/26/2014,03/22,2.3815,2.2806,"8,710,000",35.26
03/15/2014,03/19/2014,03/15,2.3378,2.2344,"9,334,976",35.13
03/15/2014,03/19/2014,03/08,2.3147,2.2148,"8,630,241",35.20
03/15/2014,03/19/2014,03/01,2.3106,2.2069,"8,864,719",35.09
03/15/2014,03/19/2014,02/22,2.3547,2.2506,"9,712,372",35.13
03/15/2014,03/19/2014,02/15,2.4295,2.3244,"9,721,245",35.20
03/08/2014,03/12/2014,02/08,2.4128,2.3016,"10,350,172",35.01
03/08/2014,03/12/2014,02/15,2.4295,2.3244,"9,721,245",35.20
03/08/2014,03/12/2014,02/22,2.3547,2.2506,"9,712,372",35.13
03/08/2014,03/12/2014,03/01,2.3106,2.2069,"8,864,719",35.09
03/08/2014,03/12/2014,03/08,2.3147,2.2148,"8,630,241",35.20
03/01/2014,03/05/2014,03/01,2.3106,2.2069,"8,863,699",35.09
03/01/2014,03/05/2014,02/22,2.3547,2.2506,"9,712,372",35.13
03/01/2014,03/05/2014,02/15,2.4295,2.3244,"9,721,245",35.20
03/01/2014,03/05/2014,02/08,2.4128,2.3016,"10,350,172",35.01
03/01/2014,03/05/2014,02/01,2.3509,2.2347,"9,209,445",34.78
02/22/2014,02/26/2014,01/25,2.2583,2.1496,"9,782,170",34.86
02/22/2014,02/26/2014,02/01,2.3509,2.2347,"9,209,445",34.78
02/22/2014,02/26/2014,02/08,2.4128,2.3016,"10,350,172",35.01
02/22/2014,02/26/2014,02/15,2.4295,2.3244,"9,721,245",35.20
02/22/2014,02/26/2014,02/22,2.3547,2.2506,"9,712,372",35.13
02/15/2014,02/20/2014,02/15,2.4295,2.3244,"9,721,245",35.20
02/15/2014,02/20/2014,02/08,2.4128,2.3016,"10,350,172",35.01
02/15/2014,02/20/2014,02/01,2.3509,2.2347,"9,209,445",34.78
02/15/2014,02/20/2014,01/25,2.2583,2.1496,"9,782,170",34.86
02/15/2014,02/20/2014,01/18,2.1447,2.0405,"9,849,953",34.83
02/08/2014,02/12/2014,01/11,2.0470,1.9493,"10,496,327",34.89
02/08/2014,02/12/2014,01/18,2.1447,2.0405,"9,849,953",34.83
02/08/2014,02/12/2014,01/25,2.2583,2.1496,"9,782,170",34.86
02/08/2014,02/12/2014,02/01,2.3509,2.2347,"9,209,445",34.78
02/08/2014,02/12/2014,02/08,2.4128,2.3016,"10,350,172",35.01
02/01/2014,02/05/2014,02/01,2.3507,2.2348,"9,157,247",34.78
02/01/2014,02/05/2014,01/25,2.2583,2.1496,"9,782,170",34.86
02/01/2014,02/05/2014,01/18,2.1466,2.0423,"9,849,953",34.83
02/01/2014,02/05/2014,01/11,2.0470,1.9493,"10,496,327",34.89
02/01/2014,02/05/2014,01/04,2.0602,1.9664,"10,433,576",35.04
01/25/2014,01/29/2014,12/28,1.9906,1.9000,"9,889,304",35.04
01/25/2014,01/29/2014,01/04,2.0601,1.9664,"10,442,145",35.04
01/25/2014,01/29/2014,01/11,2.0468,1.9492,"10,514,216",34.90
01/25/2014,01/29/2014,01/18,2.1466,2.0424,"9,858,630",34.84
01/25/2014,01/29/2014,01/25,2.2583,2.1496,"9,782,170",34.86
01/18/2014,01/23/2014,01/18,2.1466,2.0424,"9,858,630",34.84
01/18/2014,01/23/2014,01/11,2.0468,1.9492,"10,514,216",34.90
01/18/2014,01/23/2014,01/04,2.0601,1.9664,"10,442,145",35.04
01/18/2014,01/23/2014,12/28,1.9906,1.9000,"9,889,304",35.04
01/18/2014,01/23/2014,12/21,1.9219,1.8358,"10,207,370",35.09
01/11/2014,01/15/2014,12/14,1.9450,1.8512,"11,302,901",34.86
01/11/2014,01/15/2014,12/21,1.9219,1.8358,"10,207,370",35.09
01/11/2014,01/15/2014,12/28,1.9906,1.9000,"9,889,304",35.04
01/11/2014,01/15/2014,01/04,2.0602,1.9665,"10,442,145",35.04
01/11/2014,01/15/2014,01/11,2.0463,1.9490,"10,432,246",34.91
01/04/2014,01/08/2014,01/04,2.0600,1.9666,"10,364,785",35.06
01/04/2014,01/08/2014,12/28,1.9897,1.8990,"9,930,157",35.04
01/04/2014,01/08/2014,12/21,1.9219,1.8358,"10,207,370",35.09
01/04/2014,01/08/2014,12/14,1.9459,1.8521,"11,302,901",34.86
01/04/2014,01/08/2014,12/07,1.8959,1.8105,"11,839,380",35.07
12/28/2013,01/02/2014,11/30,1.8911,1.8114,"8,288,278",35.27
12/28/2013,01/02/2014,12/07,1.8960,1.8106,"11,839,380",35.07
12/28/2013,01/02/2014,12/14,1.9459,1.8521,"11,302,901",34.86
12/28/2013,01/02/2014,12/21,1.9219,1.8358,"10,207,370",35.09
12/28/2013,01/02/2014,12/28,1.9897,1.8990,"9,930,157",35.04
12/21/2013,12/26/2013,12/21,1.9219,1.8358,"10,207,370",35.09
12/21/2013,12/26/2013,12/14,1.9459,1.8521,"11,302,901",34.86
12/21/2013,12/26/2013,12/07,1.8960,1.8106,"11,839,380",35.07
12/21/2013,12/26/2013,11/30,1.8911,1.8114,"8,288,278",35.27
12/21/2013,12/26/2013,11/23,1.9146,1.8362,"9,517,889",35.35
12/14/2013,12/18/2013,11/16,1.9499,1.8647,"8,970,443",35.17
12/14/2013,12/18/2013,11/23,1.9146,1.8362,"9,517,889",35.35
12/14/2013,12/18/2013,11/30,1.8911,1.8114,"8,288,278",35.27
12/14/2013,12/18/2013,12/07,1.8960,1.8106,"11,839,380",35.07
12/14/2013,12/18/2013,12/14,1.9459,1.8521,"11,302,901",34.86
12/07/2013,12/11/2013,12/07,1.8960,1.8106,"11,839,380",35.07
12/07/2013,12/11/2013,11/30,1.8911,1.8114,"8,288,278",35.27
12/07/2013,12/11/2013,11/23,1.9146,1.8362,"9,517,889",35.35
12/07/2013,12/11/2013,11/16,1.9499,1.8647,"8,970,443",35.17
12/07/2013,12/11/2013,11/09,1.9353,1.8543,"9,880,856",35.29
11/30/2013,12/04/2013,11/02,1.9035,1.8203,"9,523,773",35.17
11/30/2013,12/04/2013,11/09,1.9352,1.8542,"9,880,856",35.29
11/30/2013,12/04/2013,11/16,1.9500,1.8648,"8,970,443",35.17
11/30/2013,12/04/2013,11/23,1.9146,1.8362,"9,517,889",35.35
11/30/2013,12/04/2013,11/30,1.8911,1.8114,"8,288,278",35.27
11/23/2013,11/27/2013,11/23,1.9146,1.8362,"9,517,889",35.35
11/23/2013,11/27/2013,11/16,1.9500,1.8648,"8,970,443",35.17
11/23/2013,11/27/2013,11/09,1.9352,1.8542,"9,880,856",35.29
11/23/2013,11/27/2013,11/02,1.9035,1.8203,"9,523,773",35.17
11/23/2013,11/27/2013,10/26,1.8820,1.7999,"9,700,011",35.17
11/16/2013,11/20/2013,10/19,1.8509,1.7692,"10,163,122",35.14
11/16/2013,11/20/2013,10/26,1.8820,1.7999,"9,700,011",35.17
11/16/2013,11/20/2013,11/02,1.9035,1.8203,"9,523,773",35.17
11/16/2013,11/20/2013,11/09,1.9352,1.8542,"9,880,856",35.29
11/16/2013,11/20/2013,11/16,1.9500,1.8648,"8,970,443",35.17
11/09/2013,11/14/2013,11/09,1.9352,1.8542,"9,880,856",35.29
11/09/2013,11/14/2013,11/02,1.9035,1.8203,"9,523,773",35.17
11/09/2013,11/14/2013,10/26,1.8820,1.7999,"9,700,011",35.17
11/09/2013,11/14/2013,10/19,1.8509,1.7692,"10,163,122",35.14
11/09/2013,11/14/2013,10/12,.0000,1.7697,0,.00
11/02/2013,11/06/2013,10/05,.0000,1.7857,0,.00
11/02/2013,11/06/2013,10/12,.0000,1.7697,0,.00
11/02/2013,11/06/2013,10/19,1.8509,1.7692,"10,163,623",35.14
11/02/2013,11/06/2013,10/26,1.8820,1.7999,"9,700,011",35.17
11/02/2013,11/06/2013,11/02,1.9035,1.8203,"9,523,773",35.17
10/26/2013,10/30/2013,10/26,1.8821,1.8000,"9,700,011",35.17
10/26/2013,10/30/2013,10/19,1.8509,1.7692,"10,163,623",35.14
10/26/2013,10/30/2013,10/12,.0000,1.7697,0,.00
10/26/2013,10/30/2013,10/05,.0000,1.7857,0,.00
10/26/2013,10/30/2013,09/28,.0000,1.8136,0,.00
10/19/2013,10/23/2013,09/21,1.9129,1.8203,"9,017,162",34.85
10/19/2013,10/23/2013,09/28,.0000,1.8136,0,.00
10/19/2013,10/23/2013,10/05,.0000,1.7857,0,.00
10/19/2013,10/23/2013,10/12,.0000,1.7697,0,.00
10/19/2013,10/23/2013,10/19,1.8508,1.7691,"10,164,642",35.14
10/12/2013,10/23/2013,10/12,.0000,1.7697,0,.00
10/12/2013,10/23/2013,10/05,.0000,1.7857,0,.00
10/12/2013,10/23/2013,09/28,.0000,1.8136,0,.00
10/12/2013,10/23/2013,09/21,1.9129,1.8203,"9,017,162",34.85
10/12/2013,10/23/2013,09/14,1.8820,1.7917,"9,575,997",34.87
10/05/2013,10/23/2013,09/07,1.8505,1.7574,"8,458,333",34.71
10/05/2013,10/23/2013,09/14,1.8820,1.7917,"9,575,997",34.87
10/05/2013,10/23/2013,09/21,1.9129,1.8203,"9,017,162",34.85
10/05/2013,10/23/2013,09/28,.0000,1.8136,0,.00
10/05/2013,10/23/2013,10/05,.0000,1.7857,0,.00
09/28/2013,10/23/2013,09/28,.0000,1.8136,0,.00
09/28/2013,10/23/2013,09/21,1.9129,1.8203,"9,017,162",34.85
09/28/2013,10/23/2013,09/14,1.8820,1.7917,"9,575,997",34.87
09/28/2013,10/23/2013,09/07,1.8505,1.7574,"8,458,333",34.71
09/28/2013,10/23/2013,08/31,1.8297,1.7438,"8,198,196",34.95
09/21/2013,09/25/2013,08/24,1.8865,1.7972,"9,293,397",34.92
09/21/2013,09/25/2013,08/31,1.8297,1.7438,"8,198,196",34.95
09/21/2013,09/25/2013,09/07,1.8505,1.7574,"8,458,333",34.71
09/21/2013,09/25/2013,09/14,1.8820,1.7917,"9,575,997",34.87
09/21/2013,09/25/2013,09/21,1.9129,1.8203,"9,017,162",34.85
09/14/2013,09/18/2013,09/14,1.8820,1.7916,"9,578,575",34.87
09/14/2013,09/18/2013,09/07,1.8510,1.7577,"8,416,221",34.71
09/14/2013,09/18/2013,08/31,1.8297,1.7438,"8,198,196",34.95
09/14/2013,09/18/2013,08/24,1.8865,1.7972,"9,293,397",34.92
09/14/2013,09/18/2013,08/17,1.8913,1.8042,"8,787,701",35.01
09/07/2013,09/11/2013,08/10,1.8570,1.7735,"8,833,734",35.08
09/07/2013,09/11/2013,08/17,1.8913,1.8042,"8,787,701",35.01
09/07/2013,09/11/2013,08/24,1.8865,1.7972,"9,293,397",34.92
09/07/2013,09/11/2013,08/31,1.8297,1.7438,"8,198,196",34.95
09/07/2013,09/11/2013,09/07,1.8510,1.7577,"8,416,221",34.71
08/31/2013,09/05/2013,08/31,1.8297,1.7438,"8,198,196",34.95
08/31/2013,09/05/2013,08/24,1.8865,1.7972,"9,293,397",34.92
08/31/2013,09/05/2013,08/17,1.8913,1.8042,"8,787,701",35.01
08/31/2013,09/05/2013,08/10,1.8570,1.7735,"8,833,734",35.08
08/31/2013,09/05/2013,08/03,1.8266,1.7415,"8,824,992",34.97
08/24/2013,08/28/2013,07/27,1.7917,1.7096,"8,926,877",35.02
08/24/2013,08/28/2013,08/03,1.8266,1.7415,"8,824,992",34.97
08/24/2013,08/28/2013,08/10,1.8570,1.7735,"8,833,734",35.08
08/24/2013,08/28/2013,08/17,1.8913,1.8042,"8,787,701",35.01
08/24/2013,08/28/2013,08/24,1.8865,1.7972,"9,293,397",34.92
08/17/2013,08/21/2013,08/17,1.8913,1.8043,"8,664,514",35.01
08/17/2013,08/21/2013,08/10,1.8569,1.7735,"8,792,363",35.08
08/17/2013,08/21/2013,08/03,1.8266,1.7415,"8,824,992",34.97
08/17/2013,08/21/2013,07/27,1.7917,1.7096,"8,926,877",35.02
08/17/2013,08/21/2013,07/20,1.7749,1.6899,"9,801,859",34.88
08/10/2013,08/14/2013,07/13,1.7732,1.6864,"10,508,081",34.81
08/10/2013,08/14/2013,07/20,1.7749,1.6899,"9,801,859",34.88
08/10/2013,08/14/2013,07/27,1.7917,1.7096,"8,926,877",35.02
08/10/2013,08/14/2013,08/03,1.8266,1.7415,"8,824,992",34.97
08/10/2013,08/14/2013,08/10,1.8569,1.7735,"8,792,363",35.08
08/03/2013,08/07/2013,08/03,1.8233,1.7386,"8,704,543",34.98
08/03/2013,08/07/2013,07/27,1.7917,1.7096,"8,926,877",35.02
08/03/2013,08/07/2013,07/20,1.7749,1.6899,"9,801,859",34.88
08/03/2013,08/07/2013,07/13,1.7732,1.6864,"10,508,081",34.81
08/03/2013,08/07/2013,07/06,1.7974,1.7108,"8,664,552",34.86
07/27/2013,07/31/2013,06/29,1.8733,1.7830,"9,324,215",34.86
07/27/2013,07/31/2013,07/06,1.7974,1.7108,"8,664,552",34.86
07/27/2013,07/31/2013,07/13,1.7732,1.6864,"10,508,081",34.81
07/27/2013,07/31/2013,07/20,1.7749,1.6899,"9,801,859",34.88
07/27/2013,07/31/2013,07/27,1.7917,1.7096,"8,926,877",35.02
07/20/2013,07/24/2013,07/20,1.7748,1.6896,"9,679,915",34.87
07/20/2013,07/24/2013,07/13,1.7732,1.6864,"10,508,081",34.81
07/20/2013,07/24/2013,07/06,1.7974,1.7108,"8,664,552",34.86
07/20/2013,07/24/2013,06/29,1.8733,1.7830,"9,324,215",34.86
07/20/2013,07/24/2013,06/22,1.8815,1.7963,"9,377,762",35.06
07/13/2013,07/17/2013,06/15,1.8478,1.7708,"9,649,471",35.31
07/13/2013,07/17/2013,06/22,1.8815,1.7963,"9,377,762",35.06
07/13/2013,07/17/2013,06/29,1.8733,1.7830,"9,324,215",34.86
07/13/2013,07/17/2013,07/06,1.7974,1.7108,"8,664,552",34.86
07/13/2013,07/17/2013,07/13,1.7732,1.6864,"10,508,081",34.81
07/06/2013,07/10/2013,07/06,1.7977,1.7110,"8,623,839",34.86
07/06/2013,07/10/2013,06/29,1.8733,1.7830,"9,324,215",34.86
07/06/2013,07/10/2013,06/22,1.8815,1.7963,"9,377,762",35.06
07/06/2013,07/10/2013,06/15,1.8478,1.7708,"9,649,471",35.31
07/06/2013,07/10/2013,06/08,1.8437,1.7622,"10,004,605",35.13
06/29/2013,07/03/2013,06/01,1.8609,1.7746,"9,466,972",34.99
06/29/2013,07/03/2013,06/08,1.8437,1.7622,"10,004,605",35.13
06/29/2013,07/03/2013,06/15,1.8478,1.7708,"9,649,471",35.31
06/29/2013,07/03/2013,06/22,1.8815,1.7963,"9,377,762",35.06
06/29/2013,07/03/2013,06/29,1.8733,1.7830,"9,324,215",34.86
06/22/2013,06/26/2013,06/22,1.8815,1.7963,"9,377,762",35.06
06/22/2013,06/26/2013,06/15,1.8479,1.7709,"9,690,366",35.31
06/22/2013,06/26/2013,06/08,1.8436,1.7621,"9,966,272",35.13
06/22/2013,06/26/2013,06/01,1.8609,1.7746,"9,466,972",34.99
06/22/2013,06/26/2013,05/25,1.8624,1.7775,"9,814,195",35.04
06/15/2013,06/19/2013,05/18,1.8484,1.7627,"8,951,331",34.99
06/15/2013,06/19/2013,05/25,1.8624,1.7775,"9,814,195",35.04
06/15/2013,06/19/2013,06/01,1.8609,1.7746,"9,466,972",34.99
06/15/2013,06/19/2013,06/08,1.8436,1.7621,"9,966,272",35.13
06/15/2013,06/19/2013,06/15,1.8479,1.7709,"9,690,366",35.31
06/08/2013,06/12/2013,06/08,1.8436,1.7621,"9,966,272",35.13
06/08/2013,06/12/2013,06/01,1.8609,1.7746,"9,466,972",34.99
06/08/2013,06/12/2013,05/25,1.8624,1.7775,"9,814,195",35.04
06/08/2013,06/12/2013,05/18,1.8484,1.7627,"8,951,331",34.99
06/08/2013,06/12/2013,05/11,1.8273,1.7419,"9,650,531",34.96
06/01/2013,06/05/2013,05/04,1.8548,1.7630,"9,929,940",34.77
06/01/2013,06/05/2013,05/11,1.8273,1.7419,"9,650,531",34.96
06/01/2013,06/05/2013,05/18,1.8484,1.7627,"8,951,331",34.99
06/01/2013,06/05/2013,05/25,1.8624,1.7775,"9,814,195",35.04
06/01/2013,06/05/2013,06/01,1.8609,1.7746,"9,466,972",34.99
05/25/2013,05/30/2013,05/25,1.8624,1.7775,"9,814,195",35.04
05/25/2013,05/30/2013,05/18,1.8484,1.7627,"8,951,331",34.99
05/25/2013,05/30/2013,05/11,1.8273,1.7419,"9,650,531",34.96
05/25/2013,05/30/2013,05/04,1.8548,1.7630,"9,929,940",34.77
05/25/2013,05/30/2013,04/27,1.8687,1.7754,"10,079,715",34.74
05/18/2013,05/22/2013,04/20,1.8122,1.7219,"9,438,915",34.75
05/18/2013,05/22/2013,04/27,1.8687,1.7754,"10,079,715",34.74
05/18/2013,05/22/2013,05/04,1.8548,1.7630,"9,929,940",34.77
05/18/2013,05/22/2013,05/11,1.8273,1.7419,"9,650,531",34.96
05/18/2013,05/22/2013,05/18,1.8484,1.7627,"8,951,331",34.99
05/11/2013,05/15/2013,05/11,1.8273,1.7419,"9,650,531",34.96
05/11/2013,05/15/2013,05/04,1.8548,1.7630,"9,929,940",34.77
05/11/2013,05/15/2013,04/27,1.8687,1.7754,"10,079,715",34.74
05/11/2013,05/15/2013,04/20,1.8122,1.7219,"9,438,915",34.75
05/11/2013,05/15/2013,04/13,1.7478,1.6676,"10,312,824",35.02
05/04/2013,05/08/2013,04/06,1.7268,1.6404,"10,282,274",34.74
05/04/2013,05/08/2013,04/13,1.7478,1.6676,"10,312,824",35.02
05/04/2013,05/08/2013,04/20,1.8122,1.7219,"9,438,915",34.75
05/04/2013,05/08/2013,04/27,1.8687,1.7754,"10,079,715",34.74
05/04/2013,05/08/2013,05/04,1.8548,1.7630,"9,929,940",34.77
04/27/2013,05/01/2013,04/27,1.8697,1.7764,"10,079,715",34.74
04/27/2013,05/01/2013,04/20,1.8122,1.7219,"9,438,915",34.75
04/27/2013,05/01/2013,04/13,1.7478,1.6676,"10,312,824",35.02
04/27/2013,05/01/2013,04/06,1.7268,1.6404,"10,282,274",34.74
04/27/2013,05/01/2013,03/30,1.7304,1.6493,"9,983,674",34.95
04/20/2013,04/24/2013,03/23,1.7004,1.6179,"9,463,323",34.84
04/20/2013,04/24/2013,03/30,1.7306,1.6494,"10,046,749",34.95
04/20/2013,04/24/2013,04/06,1.7274,1.6409,"10,435,677",34.73
04/20/2013,04/24/2013,04/13,1.7486,1.6682,"10,509,027",35.01
04/20/2013,04/24/2013,04/20,1.8111,1.7208,"9,317,115",34.75
04/13/2013,04/17/2013,04/13,1.7476,1.6673,"10,427,967",35.01
04/13/2013,04/17/2013,04/06,1.7277,1.6412,"10,435,677",34.73
04/13/2013,04/17/2013,03/30,1.7311,1.6499,"10,046,749",34.95
04/13/2013,04/17/2013,03/23,1.7007,1.6182,"9,463,323",34.84
04/13/2013,04/17/2013,03/16,1.6839,1.6039,"9,693,426",34.91
04/06/2013,04/10/2013,03/09,1.7080,1.6245,"9,630,487",34.81
04/06/2013,04/10/2013,03/16,1.6839,1.6039,"9,693,426",34.91
04/06/2013,04/10/2013,03/23,1.7007,1.6182,"9,463,323",34.84
04/06/2013,04/10/2013,03/30,1.7311,1.6499,"10,046,749",34.95
04/06/2013,04/10/2013,04/06,1.7277,1.6412,"10,435,677",34.73
03/30/2013,04/03/2013,03/30,1.7311,1.6499,"10,046,749",34.95
03/30/2013,04/03/2013,03/23,1.7007,1.6182,"9,463,323",34.84
03/30/2013,04/03/2013,03/16,1.6839,1.6039,"9,693,426",34.91
03/30/2013,04/03/2013,03/09,1.7080,1.6245,"9,630,487",34.81
03/30/2013,04/03/2013,03/02,1.7317,1.6501,"9,920,621",34.93
03/23/2013,03/27/2013,02/23,1.7081,1.6289,"10,288,693",34.99
03/23/2013,03/27/2013,03/02,1.7317,1.6501,"9,920,621",34.93
03/23/2013,03/27/2013,03/09,1.7080,1.6245,"9,630,487",34.81
03/23/2013,03/27/2013,03/16,1.6839,1.6039,"9,693,426",34.91
03/23/2013,03/27/2013,03/23,1.7007,1.6182,"9,463,323",34.84
03/16/2013,03/20/2013,03/16,1.6839,1.6039,"9,693,426",34.91
03/16/2013,03/20/2013,03/09,1.7080,1.6245,"9,630,487",34.81
03/16/2013,03/20/2013,03/02,1.7317,1.6501,"9,920,621",34.93
03/16/2013,03/20/2013,02/23,1.7081,1.6289,"10,288,693",34.99
03/16/2013,03/20/2013,02/16,1.6682,1.5903,"10,681,725",34.96
03/09/2013,03/13/2013,02/09,1.6940,1.6074,"12,103,083",34.66
03/09/2013,03/13/2013,02/16,1.6681,1.5902,"10,681,725",34.96
03/09/2013,03/13/2013,02/23,1.7081,1.6289,"10,288,693",34.99
03/09/2013,03/13/2013,03/02,1.7319,1.6503,"9,920,621",34.93
03/09/2013,03/13/2013,03/09,1.7080,1.6245,"9,630,487",34.81
03/02/2013,03/06/2013,03/02,1.7319,1.6503,"9,920,621",34.93
03/02/2013,03/06/2013,02/23,1.7081,1.6289,"10,288,693",34.99
03/02/2013,03/06/2013,02/16,1.6681,1.5902,"10,681,725",34.96
03/02/2013,03/06/2013,02/09,1.6940,1.6074,"12,103,083",34.66
03/02/2013,03/06/2013,02/02,1.7444,1.6562,"9,462,715",34.70
02/23/2013,02/27/2013,01/26,1.7936,1.7079,"9,660,688",34.89
02/23/2013,02/27/2013,02/02,1.7444,1.6562,"9,462,715",34.70
02/23/2013,02/27/2013,02/09,1.6940,1.6074,"12,103,083",34.66
02/23/2013,02/27/2013,02/16,1.6681,1.5902,"10,681,725",34.96
02/23/2013,02/27/2013,02/23,1.7077,1.6285,"10,168,097",34.99
02/16/2013,02/21/2013,02/16,1.6681,1.5902,"10,681,725",34.96
02/16/2013,02/21/2013,02/09,1.6940,1.6074,"12,103,083",34.66
02/16/2013,02/21/2013,02/02,1.7444,1.6562,"9,462,715",34.70
02/16/2013,02/21/2013,01/26,1.7936,1.7079,"9,660,688",34.89
02/16/2013,02/21/2013,01/19,1.8179,1.7274,"9,655,014",34.75
02/09/2013,02/13/2013,01/12,1.8307,1.7385,"12,318,502",34.71
